Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Curated_gene_sets	REACTOME_HATS_ACETYLATE_HISTONES	104	12	1.10E-07	1.93E-05	HIST2H4A:HIST2H4B:RUVBL1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H2AG:HIST1H4I:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H2AK:HIST1H2AL:HIST1H3I:HIST1H4L:HIST1H3J:HIST1H2AM:HIST4H4:MSL1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HATS_ACETYLATE_HISTONES
Curated_gene_sets	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	86	11	1.28E-07	2.19E-05	HIST2H4A:HIST2H4B:POGLUT1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4:FURIN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING
Curated_gene_sets	PID_TCR_CALCIUM_PATHWAY	27	7	1.72E-07	2.86E-05	POU2F1:BATF3:IL3:CSF2:IL4:IL2RA:CHP1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PID_TCR_CALCIUM_PATHWAY
Curated_gene_sets	REACTOME_DNA_REPLICATION	153	14	1.84E-07	2.98E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:PSMB7:FEN1:HIST4H4:CDK2:PSMD3:RBX1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DNA_REPLICATION
Curated_gene_sets	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	205	16	2.23E-07	3.53E-05	HIST2H4A:HIST2H4B:IL3:CSF2:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:PSMB7:IL2RA:GATA3:HIST4H4:PSMD3:ITGA2B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1
Curated_gene_sets	FISCHER_DREAM_TARGETS	913	37	2.53E-07	3.82E-05	CLIC4:CEP85:POU2F1:HSPD1:HIST1H3A:HIST1H3B:HIST1H3C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H2BG:HIST1H3E:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H2AG:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H2AK:HIST1H2AL:HIST1H1B:HIST1H3I:HIST1H3J:HIST1H2AM:WDR46:KIFC1:CEP57L1:AHI1:KIF11:FEN1:PRKRIR:CDK2:TMEM194A:MPHOSPH9:C12orf65:SETD8:RAD51B:CASC5:RAD51:OIP5:NUSAP1:RMI2:FBXL20:PSMC3IP:C18orf54:L3MBTL2:RANGAP1:TOB2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FISCHER_DREAM_TARGETS
Curated_gene_sets	WP_ULCERATIVE_COLITIS_SIGNALING	18	6	2.55E-07	3.82E-05	IL13:IL4:GATA3:STAT6:IL4R:NOD2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ULCERATIVE_COLITIS_SIGNALING
Curated_gene_sets	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	92	11	2.59E-07	3.82E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H2AG:HIST1H4I:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H2AK:HIST1H2AL:HIST1H3I:HIST1H4L:HIST1H3J:HIST1H2AM:ACTN3:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS
Curated_gene_sets	REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	57	9	2.87E-07	4.14E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE
Curated_gene_sets	REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	42	8	2.94E-07	4.15E-05	HIST2H4A:HIST2H4B:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION
Curated_gene_sets	REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	58	9	3.35E-07	4.63E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION
Curated_gene_sets	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	77	10	4.16E-07	5.51E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4:PTRF	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION
Curated_gene_sets	REACTOME_AMYLOID_FIBER_FORMATION	77	10	4.16E-07	5.51E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4:FURIN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AMYLOID_FIBER_FORMATION
Curated_gene_sets	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	1307	46	4.83E-07	6.27E-05	RUNX3:HIST2H4A:HIST2H4B:RORC:POU2F1:HSPD1:CAMK4:IL3:CSF2:RAD50:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:ZKSCAN8:ZKSCAN3:SESN1:IL6:PSMB7:IL2RA:GATA3:PPP2R1B:HIST4H4:HDAC7:CDK2:SETD8:RAD51:RTF1:RORA:SMAD3:FURIN:RMI2:MED1:CDK12:ERBB2:PSMD3:THRA:NR1D1:RARA:ITGA2B:SMAD4:SYMPK:RBX1:L3MBTL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION
Curated_gene_sets	PID_NFAT_TFPATHWAY	45	8	5.15E-07	6.44E-05	POU2F1:BATF3:IL3:CSF2:IL4:IKZF1:IL2RA:GATA3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PID_NFAT_TFPATHWAY
Curated_gene_sets	REACTOME_DEUBIQUITINATION	274	18	5.16E-07	6.44E-05	RUVBL1:HIST1H2BB:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H2AD:HIST1H2BF:HIST1H2BG:HIST1H2BI:HIST1H2AG:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H2AJ:HIST1H2BM:HIST1H2AK:HIST1H2AL:HIST1H2AM:TNFAIP3:IL33:PSMB7:GATA3:INO80:SMAD3:NOD2:PSMD3:SMAD4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DEUBIQUITINATION
Curated_gene_sets	REACTOME_HCMV_LATE_EVENTS	80	10	5.98E-07	7.33E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H2AG:HIST1H4I:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H2AK:HIST1H2AL:HIST1H3I:HIST1H4L:HIST1H3J:HIST1H2AM:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HCMV_LATE_EVENTS
Curated_gene_sets	REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	196	15	6.85E-07	8.24E-05	RUVBL1:HIST1H2BB:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H2AD:HIST1H2BF:HIST1H2BG:HIST1H2BI:HIST1H2AG:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H2AJ:HIST1H2BM:HIST1H2AK:HIST1H2AL:HIST1H2AM:IL33:PSMB7:GATA3:SMAD3:PSMD3:SMAD4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES
Curated_gene_sets	REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	47	8	7.31E-07	8.63E-05	HIST2H4A:HIST2H4B:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE
Curated_gene_sets	REACTOME_DNA_REPLICATION_PRE_INITIATION	125	12	8.28E-07	9.47E-05	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:PSMB7:HIST4H4:CDK2:PSMD3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DNA_REPLICATION_PRE_INITIATION
Curated_gene_sets	REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	199	15	8.31E-07	9.47E-05	RUNX3:HIST2H4A:HIST2H4B:RUVBL1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:PSMB7:PPP2R1B:HIST4H4:PSMD3:RBX1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT
Curated_gene_sets	REACTOME_CHROMATIN_MODIFYING_ENZYMES	232	16	1.17E-06	0.000129494	HIST2H4A:HIST2H4B:RUVBL1:MECOM:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H2AG:HIST1H4I:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H2AK:HIST1H2AL:HIST1H3I:HIST1H4L:HIST1H3J:HIST1H2AM:KDM4C:HIST4H4:SETD8:RCOR1:MSL1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CHROMATIN_MODIFYING_ENZYMES
Curated_gene_sets	KEGG_JAK_STAT_SIGNALING_PATHWAY	153	13	1.18E-06	0.000129494	IL21:IL7R:IL3:CSF2:IL13:IL4:IL6:IL2RA:STAT6:IL4R:IL21R:CSF3:STAT5B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_JAK_STAT_SIGNALING_PATHWAY
Curated_gene_sets	REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	89	10	1.63E-06	0.000175953	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4:RARA	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
Curated_gene_sets	REACTOME_ESR_MEDIATED_SIGNALING	184	14	1.73E-06	0.000179527	HIST2H4A:HIST2H4B:POU2F1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:GATA3:HIST4H4:MED1:BCL2:ZNF217	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ESR_MEDIATED_SIGNALING
Curated_gene_sets	REACTOME_BASE_EXCISION_REPAIR	70	9	1.73E-06	0.000179527	HIST2H4A:HIST2H4B:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:FEN1:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_BASE_EXCISION_REPAIR
Curated_gene_sets	SMID_BREAST_CANCER_ERBB2_UP	134	12	1.74E-06	0.000179527	SEPT8:LRP1:TSPAN8:MED1:STARD3:PNMT:PGAP3:ERBB2:GRB7:GSDMB:PSMD3:WIPF2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SMID_BREAST_CANCER_ERBB2_UP
Curated_gene_sets	REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH	71	9	1.95E-06	0.000198039	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH
Curated_gene_sets	WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE	25	6	2.22E-06	0.000221346	IL3:CSF2:IL13:IL4:IL6:CSF3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE
Curated_gene_sets	REACTOME_CELLULAR_SENESCENCE	163	13	2.40E-06	0.000235999	HIST2H4A:HIST2H4B:RAD50:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H1B:HIST1H3I:HIST1H4L:HIST1H3J:IL6:HIST4H4:CDK2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CELLULAR_SENESCENCE
Curated_gene_sets	REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	73	9	2.47E-06	0.000239755	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION
Curated_gene_sets	BIOCARTA_STEM_PATHWAY	15	5	2.69E-06	0.000257372	IL3:CSF2:IL4:IL6:CSF3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_STEM_PATHWAY
Curated_gene_sets	BIOCARTA_INFLAM_PATHWAY	26	6	2.84E-06	0.000267424	IL3:CSF2:IL13:IL4:IL6:CSF3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_INFLAM_PATHWAY
Curated_gene_sets	REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	75	9	3.11E-06	0.000284577	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION
Curated_gene_sets	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	75	9	3.11E-06	0.000284577	HIST2H4A:HIST2H4B:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS
Curated_gene_sets	CHIN_BREAST_CANCER_COPY_NUMBER_UP	27	6	3.60E-06	0.000321097	LRRC32:MED1:ERBB2:THRA:ZNF217:TNFRSF6B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CHIN_BREAST_CANCER_COPY_NUMBER_UP
Curated_gene_sets	REACTOME_RHO_GTPASE_EFFECTORS	283	17	3.61E-06	0.000321097	HIST2H4A:HIST2H4B:CYFIP2:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H4F:HIST1H3F:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H3H:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H3I:HIST1H4L:HIST1H3J:KDM4C:PKN3:CFL1:PPP2R1B:HIST4H4:CASC5:WIPF2:RANGAP1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RHO_GTPASE_EFFECTORS
Curated_gene_sets	BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	144	12	3.71E-06	0.000325741	DPP4:PLCL1:KLF3:IL13:GNPDA1:IKZF1:IL2RA:LRRC32:FURIN:NSMCE1:IL4R:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE
Curated_gene_sets	REACTOME_INTERLEUKIN_18_SIGNALING	8	4	4.30E-06	0.000372409	IL18R1:IL18RAP:IL13:IL4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INTERLEUKIN_18_SIGNALING
Curated_gene_sets	REACTOME_MEIOTIC_SYNAPSIS	59	8	4.36E-06	0.000372567	HIST2H4A:HIST2H4B:HIST1H4A:HIST1H4B:HIST1H2BB:HIST1H4C:HIST1H2BC:HIST1H2AC:HIST1H2BE:HIST1H4D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H4F:HIST1H2BI:HIST1H4H:HIST1H4I:HIST1H2BL:HIST1H2AJ:HIST1H2BM:HIST1H4J:HIST1H4K:HIST1H4L:HIST4H4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MEIOTIC_SYNAPSIS
